"Time","DL Forwarding Efficiency"
2026-08-20 18:17:00,100.0
2026-08-20 18:17:20,100.0
2026-08-20 18:17:40,100.0
2026-08-20 18:18:00,100.0
2026-08-20 18:18:20,100.0
2026-08-20 18:18:40,100.0
2026-08-20 18:19:00,100.0
2026-08-20 18:19:20,100.0
2026-08-20 18:19:40,100.0
2026-08-20 18:20:00,100.0
2026-08-20 18:20:20,100.0
2026-08-20 18:20:40,100.0
2026-08-20 18:21:00,100.0
2026-08-20 18:21:20,100.0
2026-08-20 18:21:40,100
2026-08-20 18:22:00,100
2026-08-20 18:22:20,100
2026-08-20 18:22:40,100
2026-08-20 18:23:00,100
2026-08-20 18:23:20,100
2026-08-20 18:23:40,100
2026-08-20 18:24:00,100
2026-08-20 18:24:20,100
2026-08-20 18:24:40,100
2026-08-20 18:25:00,100
2026-08-20 18:25:20,100
2026-08-20 18:25:40,100
2026-08-20 18:26:00,100
2026-08-20 18:26:20,100
2026-08-20 18:26:40,100.0
2026-08-20 18:27:00,100.0
2026-08-20 18:27:20,100.0
2026-08-20 18:27:40,100
2026-08-20 18:28:00,100
2026-08-20 18:28:20,100
2026-08-20 18:28:40,100
2026-08-20 18:29:00,100
2026-08-20 18:29:20,100
2026-08-20 18:29:40,100
2026-08-20 18:30:00,100
2026-08-20 18:30:20,100
2026-08-20 18:30:40,100.0
2026-08-20 18:31:00,100.0
2026-08-20 18:31:20,100.0
2026-08-20 18:31:40,100
2026-08-20 18:32:00,100
2026-08-20 18:32:20,100
2026-08-20 18:32:40,100.0
2026-08-20 18:33:00,100.0
2026-08-20 18:33:20,100.0
2026-08-20 18:33:40,100
2026-08-20 18:34:00,100
2026-08-20 18:34:20,100
2026-08-20 18:34:40,100
2026-08-20 18:35:00,100
2026-08-20 18:35:20,100
2026-08-20 18:35:40,100.0
2026-08-20 18:36:00,100.0
2026-08-20 18:36:20,100.0
2026-08-20 18:36:40,100.0
2026-08-20 18:37:00,100.0
2026-08-20 18:37:20,100.0
2026-08-20 18:37:40,100.0
2026-08-20 18:38:00,100.0
2026-08-20 18:38:20,100.0
2026-08-20 18:38:40,100
2026-08-20 18:39:00,100
2026-08-20 18:39:20,100
2026-08-20 18:39:40,100.0
2026-08-20 18:40:00,100.0
2026-08-20 18:40:20,100.0
2026-08-20 18:40:40,100
2026-08-20 18:41:00,100
2026-08-20 18:41:20,100
2026-08-20 18:41:40,100
2026-08-20 18:42:00,100
2026-08-20 18:42:20,100
2026-08-20 18:42:40,100.0
2026-08-20 18:43:00,100.0
2026-08-20 18:43:20,100.0
2026-08-20 18:43:40,100.0
2026-08-20 18:44:00,100.0
2026-08-20 18:44:20,100.0
2026-08-20 18:44:40,100.0
2026-08-20 18:45:00,100.0
2026-08-20 18:45:20,100.0
2026-08-20 18:45:40,100
2026-08-20 18:46:00,100
2026-08-20 18:46:20,100
2026-08-20 18:46:40,100
2026-08-20 18:47:00,100
2026-08-20 18:47:20,100
2026-08-20 18:47:40,100.0
2026-08-20 18:48:00,100.0
2026-08-20 18:48:20,100.0
2026-08-20 18:48:40,100
2026-08-20 18:49:00,100
2026-08-20 18:49:20,100
2026-08-20 18:49:40,100
2026-08-20 18:50:00,100
2026-08-20 18:50:20,100
2026-08-20 18:50:40,100
2026-08-20 18:51:00,100
2026-08-20 18:51:20,100
2026-08-20 18:51:40,100.0
2026-08-20 18:52:00,100.0
2026-08-20 18:52:20,100.0
2026-08-20 18:52:40,100.0
2026-08-20 18:53:00,100.0
2026-08-20 18:53:20,100.0
2026-08-20 18:53:40,100
2026-08-20 18:54:00,100
2026-08-20 18:54:20,100
2026-08-20 18:54:40,100
2026-08-20 18:55:00,100
2026-08-20 18:55:20,100
2026-08-20 18:55:40,100
2026-08-20 18:56:00,100
2026-08-20 18:56:20,100
2026-08-20 18:56:40,100.0
2026-08-20 18:57:00,100.0
2026-08-20 18:57:20,100.0
2026-08-20 18:57:40,100.0
2026-08-20 18:58:00,100.0
2026-08-20 18:58:20,100.0
2026-08-20 18:58:40,100.0
2026-08-20 18:59:00,100.0
2026-08-20 18:59:20,100.0
2026-08-20 18:59:40,100.0
2026-08-20 19:00:00,100.0
2026-08-20 19:00:20,100.0
2026-08-20 19:00:40,100
2026-08-20 19:01:00,100
2026-08-20 19:01:20,100
2026-08-20 19:01:40,100
2026-08-20 19:02:00,100
2026-08-20 19:02:20,100
2026-08-20 19:02:40,100.0
2026-08-20 19:03:00,100.0
2026-08-20 19:03:20,100.0
2026-08-20 19:03:40,100
2026-08-20 19:04:00,100
2026-08-20 19:04:20,100
2026-08-20 19:04:40,100
2026-08-20 19:05:00,100
2026-08-20 19:05:20,100
2026-08-20 19:05:40,100
2026-08-20 19:06:00,100
2026-08-20 19:06:20,100
2026-08-20 19:06:40,100.0
2026-08-20 19:07:00,100.0
2026-08-20 19:07:20,100.0
2026-08-20 19:07:40,100.0
2026-08-20 19:08:00,100.0
2026-08-20 19:08:20,100.0
2026-08-20 19:08:40,100
2026-08-20 19:09:00,100
2026-08-20 19:09:20,100
2026-08-20 19:09:40,100
2026-08-20 19:10:00,100
2026-08-20 19:10:20,100
2026-08-20 19:10:40,100
2026-08-20 19:11:00,100
2026-08-20 19:11:20,100
2026-08-20 19:11:40,100.0
2026-08-20 19:12:00,100.0
2026-08-20 19:12:20,100.0
2026-08-20 19:12:40,100.0
2026-08-20 19:13:00,100.0
2026-08-20 19:13:20,100.0
2026-08-20 19:13:40,100.0
2026-08-20 19:14:00,100.0
2026-08-20 19:14:20,100.0
2026-08-20 19:14:40,100.0
2026-08-20 19:15:00,100.0
2026-08-20 19:15:20,100.0
2026-08-20 19:15:40,100
2026-08-20 19:16:00,100
2026-08-20 19:16:20,100
2026-08-20 19:16:40,100
2026-08-20 19:17:00,100
2026-08-20 19:17:20,100
2026-08-20 19:17:40,100.0
2026-08-20 19:18:00,100.0
2026-08-20 19:18:20,100.0
2026-08-20 19:18:40,100.0
2026-08-20 19:19:00,100.0
2026-08-20 19:19:20,100.0
2026-08-20 19:19:40,100.0
2026-08-20 19:20:00,100.0
2026-08-20 19:20:20,100.0
2026-08-20 19:20:40,100
2026-08-20 19:21:00,100
2026-08-20 19:21:20,100
2026-08-20 19:21:40,100
2026-08-20 19:22:00,100
2026-08-20 19:22:20,100
2026-08-20 19:22:40,100
2026-08-20 19:23:00,100
2026-08-20 19:23:20,100
2026-08-20 19:23:40,100
2026-08-20 19:24:00,100
2026-08-20 19:24:20,100
2026-08-20 19:24:40,100
2026-08-20 19:25:00,100
2026-08-20 19:25:20,100
2026-08-20 19:25:40,100.0
2026-08-20 19:26:00,100.0
2026-08-20 19:26:20,100.0
2026-08-20 19:26:40,100
2026-08-20 19:27:00,100
2026-08-20 19:27:20,100
2026-08-20 19:27:40,100.0
2026-08-20 19:28:00,100.0
2026-08-20 19:28:20,100.0
2026-08-20 19:28:40,100
2026-08-20 19:29:00,100
2026-08-20 19:29:20,100
2026-08-20 19:29:40,100
2026-08-20 19:30:00,100
2026-08-20 19:30:20,100
2026-08-20 19:30:40,100
2026-08-20 19:31:00,100
2026-08-20 19:31:20,100
2026-08-20 19:31:40,100.0
2026-08-20 19:32:00,100.0
2026-08-20 19:32:20,100.0
2026-08-20 19:32:40,100
2026-08-20 19:33:00,100
2026-08-20 19:33:20,100
2026-08-20 19:33:40,100.0
2026-08-20 19:34:00,100.0
2026-08-20 19:34:20,100.0
2026-08-20 19:34:40,100
2026-08-20 19:35:00,100
2026-08-20 19:35:20,100
2026-08-20 19:35:40,100.0
2026-08-20 19:36:00,100.0
2026-08-20 19:36:20,100.0
2026-08-20 19:36:40,100
2026-08-20 19:37:00,100
2026-08-20 19:37:20,100
2026-08-20 19:37:40,100.0
2026-08-20 19:38:00,100.0
2026-08-20 19:38:20,100.0
2026-08-20 19:38:40,100.0
2026-08-20 19:39:00,100.0
2026-08-20 19:39:20,100.0
2026-08-20 19:39:40,100.0
2026-08-20 19:40:00,100.0
2026-08-20 19:40:20,100.0
2026-08-20 19:40:40,100.0
2026-08-20 19:41:00,100.0
2026-08-20 19:41:20,100.0
2026-08-20 19:41:40,100
2026-08-20 19:42:00,100
2026-08-20 19:42:20,100
2026-08-20 19:42:40,100
2026-08-20 19:43:00,100
2026-08-20 19:43:20,100
2026-08-20 19:43:40,100.0
2026-08-20 19:44:00,100.0
2026-08-20 19:44:20,100.0
2026-08-20 19:44:40,100
2026-08-20 19:45:00,100
2026-08-20 19:45:20,100
2026-08-20 19:45:40,100.0
2026-08-20 19:46:00,100.0
2026-08-20 19:46:20,100.0
2026-08-20 19:46:40,100
2026-08-20 19:47:00,100
2026-08-20 19:47:20,100
2026-08-20 19:47:40,100.0
2026-08-20 19:48:00,100.0
2026-08-20 19:48:20,100.0
2026-08-20 19:48:40,100.0
2026-08-20 19:49:00,100.0
2026-08-20 19:49:20,100.0
2026-08-20 19:49:40,100
2026-08-20 19:50:00,100
2026-08-20 19:50:20,100
2026-08-20 19:50:40,100.0
2026-08-20 19:51:00,100.0
2026-08-20 19:51:20,100.0
2026-08-20 19:51:40,100
2026-08-20 19:52:00,100
2026-08-20 19:52:20,100
2026-08-20 19:52:40,100
2026-08-20 19:53:00,100
2026-08-20 19:53:20,100
2026-08-20 19:53:40,100
2026-08-20 19:54:00,100
2026-08-20 19:54:20,100
2026-08-20 19:54:40,100.0
2026-08-20 19:55:00,100.0
2026-08-20 19:55:20,100.0
2026-08-20 19:55:40,100
2026-08-20 19:56:00,100
2026-08-20 19:56:20,100
2026-08-20 19:56:40,100.0
2026-08-20 19:57:00,100.0
2026-08-20 19:57:20,100.0
2026-08-20 19:57:40,100
2026-08-20 19:58:00,100
2026-08-20 19:58:20,100
2026-08-20 19:58:40,100
2026-08-20 19:59:00,100
2026-08-20 19:59:20,100
2026-08-20 19:59:40,100
2026-08-20 20:00:00,100
2026-08-20 20:00:20,100
2026-08-20 20:00:40,100.0
2026-08-20 20:01:00,100.0
2026-08-20 20:01:20,100.0
2026-08-20 20:01:40,100
2026-08-20 20:02:00,100
2026-08-20 20:02:20,100
2026-08-20 20:02:40,100
2026-08-20 20:03:00,100
2026-08-20 20:03:20,100
2026-08-20 20:03:40,100
2026-08-20 20:04:00,100
2026-08-20 20:04:20,100
2026-08-20 20:04:40,100.0
2026-08-20 20:05:00,100.0
2026-08-20 20:05:20,100.0
2026-08-20 20:05:40,100.0
2026-08-20 20:06:00,100.0
2026-08-20 20:06:20,100.0
2026-08-20 20:06:40,100.0
2026-08-20 20:07:00,100.0
2026-08-20 20:07:20,100.0
2026-08-20 20:07:40,100.0
2026-08-20 20:08:00,100.0
2026-08-20 20:08:20,100.0
2026-08-20 20:08:40,100
2026-08-20 20:09:00,100
2026-08-20 20:09:20,100
2026-08-20 20:09:40,100.0
2026-08-20 20:10:00,100.0
2026-08-20 20:10:20,100.0
2026-08-20 20:10:40,100
2026-08-20 20:11:00,100
2026-08-20 20:11:20,100
2026-08-20 20:11:40,100.0
2026-08-20 20:12:00,100.0
2026-08-20 20:12:20,100.0
2026-08-20 20:12:40,100.0
2026-08-20 20:13:00,100.0
2026-08-20 20:13:20,100.0
2026-08-20 20:13:40,100
2026-08-20 20:14:00,100
2026-08-20 20:14:20,100
2026-08-20 20:14:40,100.0
2026-08-20 20:15:00,100.0
2026-08-20 20:15:20,100.0
2026-08-20 20:15:40,100
2026-08-20 20:16:00,100
2026-08-20 20:16:20,100
2026-08-20 20:16:40,100.0
2026-08-20 20:17:00,100.0
2026-08-20 20:17:20,100.0
2026-08-20 20:17:40,100
2026-08-20 20:18:00,100
2026-08-20 20:18:20,100
2026-08-20 20:18:40,100
2026-08-20 20:19:00,100
2026-08-20 20:19:20,100
2026-08-20 20:19:40,100
2026-08-20 20:20:00,100
2026-08-20 20:20:20,100
2026-08-20 20:20:40,100.0
2026-08-20 20:21:00,100.0
2026-08-20 20:21:20,100.0
2026-08-20 20:21:40,100
2026-08-20 20:22:00,100
2026-08-20 20:22:20,100
2026-08-20 20:22:40,100
2026-08-20 20:23:00,100
2026-08-20 20:23:20,100
2026-08-20 20:23:40,100
2026-08-20 20:24:00,100
2026-08-20 20:24:20,100
2026-08-20 20:24:40,100
2026-08-20 20:25:00,100
2026-08-20 20:25:20,100
2026-08-20 20:25:40,100.0
2026-08-20 20:26:00,100.0
2026-08-20 20:26:20,100.0
2026-08-20 20:26:40,100.0
2026-08-20 20:27:00,100.0
2026-08-20 20:27:20,100.0
2026-08-20 20:27:40,100
2026-08-20 20:28:00,100
2026-08-20 20:28:20,100
2026-08-20 20:28:40,100.0
2026-08-20 20:29:00,100.0
2026-08-20 20:29:20,100.0
2026-08-20 20:29:40,100
2026-08-20 20:30:00,100
2026-08-20 20:30:20,100
2026-08-20 20:30:40,100.0
2026-08-20 20:31:00,100.0
2026-08-20 20:31:20,100.0
2026-08-20 20:31:40,100
2026-08-20 20:32:00,100
2026-08-20 20:32:20,100
2026-08-20 20:32:40,100.0
2026-08-20 20:33:00,100.0
2026-08-20 20:33:20,100.0
2026-08-20 20:33:40,100.0
2026-08-20 20:34:00,100.0
2026-08-20 20:34:20,100.0
2026-08-20 20:34:40,100
2026-08-20 20:35:00,100
2026-08-20 20:35:20,100
2026-08-20 20:35:40,100.0
2026-08-20 20:36:00,100.0
2026-08-20 20:36:20,100.0
2026-08-20 20:36:40,100
2026-08-20 20:37:00,100
2026-08-20 20:37:20,100
2026-08-20 20:37:40,100.0
2026-08-20 20:38:00,100.0
2026-08-20 20:38:20,100.0
2026-08-20 20:38:40,100
2026-08-20 20:39:00,100
2026-08-20 20:39:20,100
2026-08-20 20:39:40,100.0
2026-08-20 20:40:00,100.0
2026-08-20 20:40:20,100.0
2026-08-20 20:40:40,100.0
2026-08-20 20:41:00,100.0
2026-08-20 20:41:20,100.0
2026-08-20 20:41:40,100
2026-08-20 20:42:00,100
2026-08-20 20:42:20,100
2026-08-20 20:42:40,100
2026-08-20 20:43:00,100
2026-08-20 20:43:20,100
2026-08-20 20:43:40,100
2026-08-20 20:44:00,100
2026-08-20 20:44:20,100
2026-08-20 20:44:40,100.0
2026-08-20 20:45:00,100.0
2026-08-20 20:45:20,100.0
2026-08-20 20:45:40,100.0
2026-08-20 20:46:00,100.0
